id,title,game,dateposted
OCR03400,"The Phoenix Rises","Shenmue",2016-08-02
OCR02641,"Tomato Tomahtoh","Shenmue",2013-04-18
OCR03525,"True Calling (Unplugged)","Shin Megami Tensei: Persona 3 FES",2017-04-04
OCR01233,"Armageddon","Shining Force",2004-08-17
OCR01511,"Five-Sided Square","Shining Force CD",2006-10-01
OCR01052,"Force of Light","Shining Force III",2003-10-09
OCR01301,"Down in the Dungeon Just Creatures and Me","Shining in the Darkness",2005-01-15
OCR01191,"Dark Tortoise","Shinobi",2004-06-06
OCR00433,"Ninja Strut","Shinobi",2001-09-28
OCR00001,"Shin Shuriken Jam","Shinobi",1999-12-15
OCR00090,"Phat Musashi","Shinobi",2000-08-01
OCR00080,"Shuriken Mix","Shinobi",2000-07-15
OCR02556,"Oboro Drive","Shinobi III: Return of the Ninja Master",2012-12-10
OCR00949,"Whirlwind (Gale Force Mix)","Shinobi III: Return of the Ninja Master",2003-03-14
OCR01292,"Cerebral Rose Jam","Shivers",2004-12-29
OCR03172,"Catch Me","Shovel Knight",2015-07-08
OCR03032,"Groovin' Through the Cosmos","Shuttle Rush",2014-12-02
OCR03017,"The Observer","Shuttle Rush",2014-11-06
OCR03016,"Tread a Little Heavier","Shuttle Rush",2014-11-06
OCR01843,"Destined for Greatness","Sid Meier's Civilization IV",2009-05-12
OCR00756,"Nay Tomorrow","Silent Hill",2002-08-28
OCR00385,"White Claudia","Silent Hill",2001-07-19
OCR03461,"Crowded Minds and Lonely Roads","Silent Hill 2",2016-12-08
OCR02683,"Halo of the Sun","Silent Hill 2",2013-06-21
OCR00451,"Static Aversion","Silent Hill 2",2001-11-01
OCR00711,"There Was a Hole Here","Silent Hill 2",2002-07-17
OCR00946,"True (It's Gone Now Mix)","Silent Hill 2",2003-03-12
OCR02523,"Where the Demon Sleeps","Silent Hill 2",2012-10-31
OCR03346,"Hometown (Unabashed Mix)","Silent Hill 3",2016-05-04
OCR02099,"Morning, Thinker","Silent Line: Armored Core",2010-09-22
OCR02492,"Wanking with the Alien","Silver Surfer",2012-09-11
OCR02050,"SimFunkadelic","SimCity 2000",2010-06-13
OCR01834,"Spreading the Culture","Sins of a Solar Empire",2009-04-25
OCR01833,"I've Got 5 Skateboards Right Here","Skate or Die",2009-04-25
OCR00083,"Subcrunch","Skate or Die",2000-07-19
OCR00730,"Dungeon Cave (Buried Alive Mix)","Skies of Arcadia",2002-08-04
OCR01109,"Horteka Stomp","Skies of Arcadia",2004-01-27
OCR03379,"Another Sky","Skylanders: Spyro's Adventure",2016-06-29
OCR01158,"Slalomicide","Slalom",2004-04-17
OCR02808,"Rainfall","SmartBall",2014-01-01
OCR03365,"Acoustic Jam at the Lucifer-Alpha","Snatcher",2016-06-10
OCR01647,"Go Blow Snow for a Year","Snow Brothers",2007-11-18
OCR00939,"Trip the Light Fantastic","Socket",2003-03-02
OCR01753,"Diamond Worlds","Solar Jetman: Hunt for the Golden Warpship",2008-09-09
OCR01693,"Demnos Inquisitor","Solstice: The Quest for the Staff of Demnos",2008-03-14
OCR02628,"Kastle Rock","Solstice: The Quest for the Staff of Demnos",2013-03-19
OCR01405,"Pegasus Boots","Solstice: The Quest for the Staff of Demnos",2005-09-21
OCR02563,"Airborne","Sonic & Knuckles",2012-12-19
OCR01044,"Angel","Sonic & Knuckles",2003-09-23
OCR01393,"Catapult","Sonic & Knuckles",2005-08-26
OCR02066,"Chromium Asphyxiation","Sonic & Knuckles",2010-07-04
OCR01016,"Deep Damp Sandcastle","Sonic & Knuckles",2003-08-01
OCR02532,"Doomsday","Sonic & Knuckles",2012-11-19
OCR03562,"Electromotive Skyforce","Sonic & Knuckles",2017-06-22
OCR02606,"Funky Side Up","Sonic & Knuckles",2013-02-12
OCR00442,"Hidden Palace (Master Emerald)","Sonic & Knuckles",2001-10-14
OCR01958,"Hidden Within","Sonic & Knuckles",2009-12-18
OCR00508,"Hot Stuff","Sonic & Knuckles",2002-01-21
OCR01544,"iMushroom","Sonic & Knuckles",2007-01-16
OCR01376,"Lava Reach","Sonic & Knuckles",2005-07-13
OCR01087,"Lava Reef Zone (Las Trompetas Maravillosas Mix)","Sonic & Knuckles",2003-12-18
OCR01465,"Lover Reef","Sonic & Knuckles",2006-03-18
OCR02382,"Quicksander","Sonic & Knuckles",2012-01-31
OCR00248,"rAAw Battery","Sonic & Knuckles",2001-01-13
OCR01556,"Robotnik Radio","Sonic & Knuckles",2007-02-26
OCR01794,"Sand in My Shoe","Sonic & Knuckles",2008-12-31
OCR01324,"Tomorrow's Wake","Sonic & Knuckles",2005-03-06
OCR00611,"Blissful Eruption","Sonic 3D Blast",2002-04-28
OCR03014,"Enigmatic Melody","Sonic 3D Blast",2014-11-03
OCR02610,"Rusty Fingers","Sonic 3D Blast",2013-02-19
OCR00260,"Dark Puppetry","Sonic 3D Blast",2001-01-29
OCR01738,"Day & Night","Sonic 3D Blast",2008-08-05
OCR02589,"PaNic AttaCk","Sonic 3D Blast",2013-01-19
OCR00112,"Power Puppet","Sonic 3D Blast",2000-09-09
OCR02667,"Renewal","Sonic 3D Blast",2013-05-30
OCR00489,"Snow","Sonic 3D Blast",2001-12-25
OCR00427,"Symphonic Ruin","Sonic 3D Blast",2001-09-17
OCR00749,"Trippy Puppet Style","Sonic 3D Blast",2002-08-24
OCR02370,"The Glacier's Peak","Sonic Advance",2012-01-15
OCR02367,"Chaos Nightmares","Sonic Adventure",2012-01-10
OCR01160,"LightSpeed","Sonic Adventure",2004-04-17
OCR02187,"Peacemaker","Sonic Adventure",2011-02-20
OCR03301,"Red Barrage Aquarium","Sonic Adventure",2016-02-08
OCR00682,"Taikal Drum 'n' Ragga","Sonic Adventure",2002-06-20
OCR00982,"The Twinkle Park Classic","Sonic Adventure",2003-05-09
OCR00389,"Theme of Chao (Party Started)","Sonic Adventure",2001-07-24
OCR03169,"Blue Blur Your Brain","Sonic Adventure 2",2015-07-01
OCR03360,"Chao Cave Rave","Sonic Adventure 2",2016-05-27
OCR00709,"Chao Marathon","Sonic Adventure 2",2002-07-14
OCR03012,"Graveyard Theory","Sonic Adventure 2",2014-10-31
OCR01134,"Knuckles' Unknown from M.C.","Sonic Adventure 2",2004-03-05
OCR03054,"The Icy Journey Through Hope and Sorrow","Sonic and the Black Knight",2014-12-24
OCR03081,"A World in Motion (Super Peel Out Edit)","Sonic CD",2015-02-09
OCR03027,"Chips out of Water","Sonic CD",2014-11-24
OCR00742,"ColKaos Stoned Future","Sonic CD",2002-08-20
OCR00702,"Collision Chaos Old School","Sonic CD",2002-07-08
OCR02782,"Forever in Your Mind","Sonic CD",2013-11-25
OCR02787,"Future Crystalline Luminosity","Sonic CD",2013-11-26
OCR00606,"Li'l Blue Bastard","Sonic CD",2002-04-27
OCR00263,"Palmtree Panic","Sonic CD",2001-01-30
OCR02785,"Paradise Paradox","Sonic CD",2013-11-25
OCR02775,"Pyroclastic Tides","Sonic CD",2013-11-12
OCR02874,"Road Trip","Sonic CD",2014-04-17
OCR02790,"Running to the Beat","Sonic CD",2013-11-26
OCR00944,"Saturday Night Speedway","Sonic CD",2003-03-07
OCR02789,"Schizophrenic","Sonic CD",2013-11-26
OCR00851,"Stardust Beat","Sonic CD",2002-11-23
OCR02940,"Take It All the Way","Sonic CD",2014-07-28
OCR02781,"The Boom (Undeleted)","Sonic CD",2013-11-25
OCR03549,"The Madness","Sonic CD",2017-05-26
OCR02747,"Time Traveller's Delight","Sonic CD",2013-09-23
OCR02788,"Two Futures","Sonic CD",2013-11-26
OCR02783,"Undertow to Leatow","Sonic CD",2013-11-25
OCR02786,"WhACKASS WORKShIFTS","Sonic CD",2013-11-26
OCR02784,"Yours Truly, Satan","Sonic CD",2013-11-25
OCR03102,"Smooth Dream","Sonic Chaos",2015-03-12
OCR02705,"Go into the Light","Sonic Colors",2013-07-16
OCR03427,"Misty Night","Sonic Colors",2016-09-28
OCR03324,"Wisp Inc.","Sonic Colors",2016-03-24
OCR00480,"Dirty Beta","Sonic Crackers",2001-12-16
OCR02235,"The Wingless Butoh","Sonic Heroes",2011-05-03
OCR03287,"Darker Than Black","Sonic Rush",2016-01-07
OCR03373,"Jeweled Scepter","Sonic Rush Adventure",2016-06-23
OCR03218,"A Blue-Green Color","Sonic the Hedgehog",2015-09-16
OCR02190,"April Rain","Sonic the Hedgehog",2011-02-27
OCR02221,"Bubble Junkie","Sonic the Hedgehog",2011-04-12
OCR02878,"Childhood (Act 2)","Sonic the Hedgehog",2014-04-24
OCR02244,"Clockwork Criminal","Sonic the Hedgehog",2011-05-24
OCR01169,"Collision","Sonic the Hedgehog",2004-05-05
OCR01416,"Cryptic Marble","Sonic the Hedgehog",2005-10-18
OCR02986,"Did a Hedgehog Just Come Through Here?","Sonic the Hedgehog",2014-09-18
OCR02063,"Drowning My Lives Away","Sonic the Hedgehog",2010-07-04
OCR02297,"Fifty Rings to Ride","Sonic the Hedgehog",2011-09-21
OCR02240,"Final Progression","Sonic the Hedgehog",2011-05-13
OCR02325,"Finality (Radio Edit)","Sonic the Hedgehog",2011-11-17
OCR03108,"Flicky's Night Out","Sonic the Hedgehog",2015-03-25
OCR00986,"Green Hill Zone (Euroclub '95 Mix)","Sonic the Hedgehog",2003-05-20
OCR01624,"Green Lane Avenue","Sonic the Hedgehog",2007-09-20
OCR02295,"Hogtied","Sonic the Hedgehog",2011-09-19
OCR00459,"Lightning Star","Sonic the Hedgehog",2001-11-20
OCR01346,"Live at the Springyard","Sonic the Hedgehog",2005-04-27
OCR00691,"Love Hurts","Sonic the Hedgehog",2002-06-28
OCR01365,"Marble Dash","Sonic the Hedgehog",2005-06-17
OCR01712,"Metamorphic Rock","Sonic the Hedgehog",2008-05-13
OCR03090,"Ocean View","Sonic the Hedgehog",2015-02-17
OCR00305,"Particle Brain","Sonic the Hedgehog",2001-03-24
OCR03219,"Sailing on Lava","Sonic the Hedgehog",2015-09-17
OCR02269,"Shifting Islands","Sonic the Hedgehog",2011-07-26
OCR02631,"Sonicquarium","Sonic the Hedgehog",2013-03-28
OCR02877,"Sonicstep","Sonic the Hedgehog",2014-04-22
OCR03375,"Sonik Cosmotronik","Sonic the Hedgehog",2016-06-23
OCR01975,"Absolution Comes in Dreams","Sonic the Hedgehog",2010-01-19
OCR03565,"Siilin melankolia","Sonic the Hedgehog",2017-06-26
OCR01006,"sonik special","Sonic the Hedgehog",2003-07-09
OCR03561,"Speeding Towards Adventure","Sonic the Hedgehog",2017-06-22
OCR02220,"Spring Junkie","Sonic the Hedgehog",2011-04-12
OCR01580,"Still in Your Marble Zone","Sonic the Hedgehog",2007-05-21
OCR02223,"Subsonic Sparkle","Sonic the Hedgehog",2011-04-12
OCR02219,"The Sound of Speed","Sonic the Hedgehog",2011-04-12
OCR02222,"Under Construction","Sonic the Hedgehog",2011-04-12
OCR02122,"Above the Sky","Sonic the Hedgehog 2",2010-11-10
OCR01998,"Atmosphere","Sonic the Hedgehog 2",2010-03-15
OCR02988,"Biohazard","Sonic the Hedgehog 2",2014-09-18
OCR00337,"Bluest Sky","Sonic the Hedgehog 2",2001-05-03
OCR01032,"Bottled Metro","Sonic the Hedgehog 2",2003-09-03
OCR02337,"Chemical Blip","Sonic the Hedgehog 2",2011-12-02
OCR03495,"Chemical Burn","Sonic the Hedgehog 2",2017-02-08
OCR03563,"Chemical Fusion","Sonic the Hedgehog 2",2017-06-22
OCR00110,"Chemical Juice","Sonic the Hedgehog 2",2000-09-03
OCR03133,"Chemical Plant Zone (Subtractive Dispatch Mix)","Sonic the Hedgehog 2",2015-05-18
OCR02064,"Chemixtrixx","Sonic the Hedgehog 2",2010-07-04
OCR00412,"Circus Cave","Sonic the Hedgehog 2",2001-08-27
OCR02713,"Dat Disjointed Chemical","Sonic the Hedgehog 2",2013-08-05
OCR01129,"Dream Pipe","Sonic the Hedgehog 2",2004-02-27
OCR02795,"Ethereal Skies","Sonic the Hedgehog 2",2013-12-12
OCR01763,"Forbidden Memory (of a Forgotten Dream)","Sonic the Hedgehog 2",2008-10-11
OCR03235,"Gambling Nights","Sonic the Hedgehog 2",2015-10-06
OCR02429,"In the Robot Factory","Sonic the Hedgehog 2",2012-05-03
OCR01945,"Mystic Chemicals","Sonic the Hedgehog 2",2009-12-08
OCR02746,"Mythic Mist","Sonic the Hedgehog 2",2013-09-19
OCR01600,"Oil Ocean (WT-40 Mix)","Sonic the Hedgehog 2",2007-07-15
OCR00797,"Robotnik's Trippin' on Ecstasy","Sonic the Hedgehog 2",2002-10-04
OCR01121,"Reich Lake","Sonic the Hedgehog 2",2004-02-14
OCR03196,"Ruinous Ruins!","Sonic the Hedgehog 2",2015-08-27
OCR01327,"sonik metro","Sonic the Hedgehog 2",2005-03-09
OCR03303,"Spunktastic","Sonic the Hedgehog 2",2016-02-10
OCR01214,"Strip Mine","Sonic the Hedgehog 2",2004-07-13
OCR03564,"The Long War","Sonic the Hedgehog 2",2017-06-23
OCR00968,"Welcome to the Metropolis","Sonic the Hedgehog 2",2003-04-15
OCR01425,"Aquatic Pressure","Sonic the Hedgehog 3",2005-11-03
OCR01588,"Breaking the Ice","Sonic the Hedgehog 3",2007-06-16
OCR03374,"Burning Ice","Sonic the Hedgehog 3",2016-06-23
OCR01926,"Down to the Hydrocity's Nightclub","Sonic the Hedgehog 3",2009-10-30
OCR00665,"Dub Island (Bashment Riddim Edit)","Sonic the Hedgehog 3",2002-06-04
OCR01566,"Eastern Ice Field","Sonic the Hedgehog 3",2007-04-05
OCR00943,"Her Azure Eyes","Sonic the Hedgehog 3",2003-03-07
OCR01010,"Hot Ice","Sonic the Hedgehog 3",2003-07-16
OCR02013,"How Machines Fly","Sonic the Hedgehog 3",2010-03-29
OCR02301,"HydroFunk","Sonic the Hedgehog 3",2011-09-27
OCR00759,"Ice Attack","Sonic the Hedgehog 3",2002-09-02
OCR00474,"Ice Cap Zone (Frozen Knuckles Mix)","Sonic the Hedgehog 3",2001-12-05
OCR02469,"Ice Cap Zone Rescue","Sonic the Hedgehog 3",2012-07-24
OCR02065,"Ice Cold Retro","Sonic the Hedgehog 3",2010-07-04
OCR03152,"Icebreaker","Sonic the Hedgehog 3",2015-06-10
OCR00240,"IceCapped","Sonic the Hedgehog 3",2001-01-07
OCR01526,"Knuckleduster","Sonic the Hedgehog 3",2006-11-19
OCR00246,"LatinSphere","Sonic the Hedgehog 3",2001-01-13
OCR00362,"Launchface GO!","Sonic the Hedgehog 3",2001-06-09
OCR01592,"Malicious Fingers","Sonic the Hedgehog 3",2007-07-01
OCR03155,"Marble Clouds in Azure Skies","Sonic the Hedgehog 3",2015-06-15
OCR02583,"Marblelous Garden","Sonic the Hedgehog 3",2013-01-14
OCR01350,"Memories Frozen in Time","Sonic the Hedgehog 3",2005-05-09
OCR02819,"Mystical Groove","Sonic the Hedgehog 3",2014-01-16
OCR03470,"Popsicle","Sonic the Hedgehog 3",2016-12-24
OCR01440,"Pure Black, or Marbles and Cream?","Sonic the Hedgehog 3",2005-12-25
OCR02123,"Red Sphere, Blue Sphere","Sonic the Hedgehog 3",2010-11-12
OCR01528,"Scrambled Eggman","Sonic the Hedgehog 3",2006-11-24
OCR01089,"Snow Motion","Sonic the Hedgehog 3",2003-12-21
OCR01888,"Snowboardin' Sonic","Sonic the Hedgehog 3",2009-08-05
OCR00812,"Snowy Caps","Sonic the Hedgehog 3",2002-10-20
OCR01952,"Sonic Gargles with Garden Marbles","Sonic the Hedgehog 3",2009-12-11
OCR00882,"Sonik Azure","Sonic the Hedgehog 3",2002-12-21
OCR01181,"Sonik Elektronik","Sonic the Hedgehog 3",2004-05-24
OCR03038,"SZRC Anthem (Busiest Days of My Life)","Sonic the Hedgehog 3",2014-12-11
OCR01196,"The Outer Space Machine","Sonic the Hedgehog 3",2004-06-13
OCR02678,"Thinking Cap","Sonic the Hedgehog 3",2013-06-13
OCR00530,"Tight Finale","Sonic the Hedgehog 3",2002-02-09
OCR01527,"Walk on Water","Sonic the Hedgehog 3",2006-11-22
OCR02813,"What We Left Behind","Sonic the Hedgehog 3",2014-01-01
OCR02435,"The Obsequious Heterophobia of Dr. Melefam Buttfink","Sonic the Hedgehog 4: Episode I",2012-05-15
OCR01269,"A New Ray of Light","Sonic the Hedgehog: Triple Trouble",2004-11-15
OCR01131,"Cursed Piano","Sorcerian",2004-03-03
OCR01284,"Aftershock","Soukaigi",2004-12-11
OCR00194,"Jazzer Soul","Soul Blade",2000-12-05
OCR00587,"Tears for a Moonlit Knight","Soul Blazer",2002-04-11
OCR00502,"BIT Live Arcade","Space Harrier",2002-01-18
OCR00009,"Disco","Space Harrier",1999-12-23
OCR01236,"I Got the Spacebeam","Space Harrier",2004-08-23
OCR01323,"Limitless Skies","Space Harrier",2005-03-03
OCR00858,"Spaced","Space Harrier",2002-11-28
OCR00050,"GET READY","Space Harrier II",2000-05-03
OCR03095,"Soap Globe","Space Station: Silicon Valley",2015-02-26
OCR02897,"Rawk-It Night","Sparkster",2014-05-28
OCR00528,"Matador","Speedball",2002-02-06
OCR01047,"Speedy Guitar","Speedball",2003-09-27
OCR03434,"Turkish Coffee","Spelunky",2016-10-11
OCR01772,"Call of the Mask","Splatterhouse 3",2008-10-31
OCR02751,"Hunger","Splatterhouse 3",2013-10-01
OCR00046,"Ambient Antiques","Spy vs. Spy",2000-04-24
OCR00481,"Y2K Style","Spy vs. Spy",2001-12-16
OCR03033,"Acoustic Fields","Spyro: Year of the Dragon",2014-12-03
OCR00938,"Hyperspace Electro Blast","Star Control II",2003-03-01
OCR01484,"Lightyears Away","Star Control II",2006-06-14
OCR01136,"Property of the Crimson Corporation","Star Control II",2004-03-09
OCR01190,"Through the Angles of Space","Star Control II",2004-06-06
OCR01767,"Barrel Roll","Star Fox",2008-10-20
OCR00040,"Clan McCloud","Star Fox",2000-04-04
OCR01361,"Fortuna Favors the Funk","Star Fox",2005-06-03
OCR00996,"Godspeed","Star Fox",2003-06-13
OCR03494,"Lonely in Space, with a Waltz","Star Fox",2017-02-07
OCR00806,"Meteorave","Star Fox",2002-10-12
OCR01083,"Space Cowboys","Star Fox",2003-12-06
OCR01406,"Mercenarios de Lobo","Star Fox 2",2005-09-23
OCR02461,"Star King","Star Fox 64",2012-06-29
OCR01488,"V to the X Power","Star Fox 64",2006-06-25
OCR02008,"Fossil's Oasis","Star Fox Adventures",2010-03-20
OCR01074,"Space Travel","Star Ocean",2003-11-18
OCR01388,"Summertime","Star Ocean",2005-08-12
OCR01211,"Killer Dokko","Star Ocean: Blue Sphere",2004-07-08
OCR01503,"Into Your Kamikaze","Star Ocean: The Second Story",2006-09-06
OCR00933,"Ocean of Tears","Star Ocean: The Second Story",2003-02-25
OCR00735,"Rena Lanford of Arlia Village","Star Ocean: The Second Story",2002-08-11
OCR02089,"Solitude in Arlia","Star Ocean: The Second Story",2010-08-31
OCR03087,"This Love, Our Love","Star Ocean: The Second Story",2015-02-14
OCR02800,"Broken Wings","Starcraft II: Wings of Liberty",2013-12-24
OCR00237,"Beach Party","StarTropics",2001-01-07
OCR01755,"FlowTropiks","StarTropics",2008-09-15
OCR03432,"Island Hospitality","StarTropics",2016-10-06
OCR00446,"Test of Island Courage","StarTropics",2001-10-20
OCR00373,"Eleven Tears","Stormlord",2001-06-29
OCR01312,"Seneca's Marble Pack Edit","Stormlord",2005-02-14
OCR02059,"Type Valentine MX5","Street Fighter 2010: The Final Fight",2010-06-27
OCR01429,"Dan's Ice Cream Truck","Street Fighter Alpha 2",2005-11-14
OCR01117,"Kasugano (Booty Mix)","Street Fighter Alpha 2",2004-02-06
OCR02886,"The Strongest!","Street Fighter Alpha 2",2014-05-09
OCR02830,"Street Fighter or Streetest Fighter?","Street Fighter Alpha: Warriors' Dreams",2014-02-04
OCR03268,"Super Skeet Fighter Turbo Alphamale IV","Street Fighter Alpha: Warriors' Dreams",2015-12-04
OCR00698,"Pullum Summer Trance Mix 2002","Street Fighter EX plus α",2002-07-05
OCR00546,"Credits Theme (One Credit Finish Mix)","Street Fighter II': Champion Edition",2002-02-23
OCR03242,"Because Eels","Street Fighter II: The World Warrior",2015-10-22
OCR03517,"Chun-Li's Theme (Funky Flute Mix)","Street Fighter II: The World Warrior",2017-03-20
OCR00151,"Blanka Braziliamix","Street Fighter II: The World Warrior",2000-10-23
OCR02627,"Blanka in Brasil","Street Fighter II: The World Warrior",2013-03-18
OCR00567,"China Street Beat","Street Fighter II: The World Warrior",2002-03-15
OCR01784,"Clamato Fever","Street Fighter II: The World Warrior",2008-11-27
OCR01254,"Club del Toro","Street Fighter II: The World Warrior",2004-10-14
OCR02383,"Coconut Milk","Street Fighter II: The World Warrior",2012-02-03
OCR02755,"Femmes Fatales","Street Fighter II: The World Warrior",2013-10-09
OCR01785,"Fiddlesticks","Street Fighter II: The World Warrior",2008-12-05
OCR02797,"Fight for the Broken Spirit","Street Fighter II: The World Warrior",2013-12-16
OCR00438,"Freestyle Dojo","Street Fighter II: The World Warrior",2001-10-07
OCR02027,"Frets of Fury","Street Fighter II: The World Warrior",2010-04-25
OCR01194,"Go Home and Be a Family Man","Street Fighter II: The World Warrior",2004-06-10
OCR00964,"Guile's Theme (R.A.H. Mix)","Street Fighter II: The World Warrior",2003-04-04
OCR03078,"Guile's Theme Goes with Metal","Street Fighter II: The World Warrior",2015-02-04
OCR00149,"Hey, Mr. Honda","Street Fighter II: The World Warrior",2000-10-20
OCR01782,"High-Five... Hundred","Street Fighter II: The World Warrior",2008-11-25
OCR02268,"Memories of a Master","Street Fighter II: The World Warrior",2011-07-22
OCR02761,"Punched by a Rose","Street Fighter II: The World Warrior",2013-10-18
OCR01783,"Red Cyclone","Street Fighter II: The World Warrior",2008-11-25
OCR00466,"Retro Russian","Street Fighter II: The World Warrior",2001-11-22
OCR01230,"Ryu for Four Pianos","Street Fighter II: The World Warrior",2004-08-13
OCR00458,"Ryu Interpretation","Street Fighter II: The World Warrior",2001-11-17
OCR02491,"Ryu Next Generation (RNG)","Street Fighter II: The World Warrior",2012-09-07
OCR01001,"Sagat's Moonbike","Street Fighter II: The World Warrior",2003-07-01
OCR01775,"Sexxy Thai Guy","Street Fighter II: The World Warrior",2008-11-10
